"","type","dataverse","classifier","specification","preprocessing","tested_class","alternative_class","accuracy","aucroc","precision","recall","f1","sd_accuracy","sd_aucroc","sd_precision","sd_recall","sd_f1","ent","sd_ent","classifier_rf","classifier_rf_rag","classifier_ds","classifier_sm","dataverse_full","dataverse_gtca","dataverse_gtall","dataverse_srca","dataverse_srall","type_allvall","type_onevall","type_onevone","specification_cls","specification_mean","specification_MAX","specification_def","specification_ex","specification_both","preprocessing_none","preprocessing_pre","preprocessing_norm","preprocessing_top200","onevone_casi","onevone_caen","onevone_cagm","onevone_ensi","onevone_engm","onevone_sigm","onevall_ca","onevall_si","onevall_en","onevall_gm","allvall_ca","allvall_si","allvall_en","allvall_gm","One vs. One","One vs. All","All vs. All"
"55","All vs. All","SR different baseline","Mean Top-5 + Random Forest","CLS","None","EN","n.a.",0.850852130325815,0.612690631808279,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.030149943642382,0.142591354718335,0.149071198499986,0.149071198499986,0.149071198499986,0.681329842718739,0.0390891823179772,NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"56","All vs. All","SR different baseline","Mean Top-5 + Random Forest","CLS","None","GM","n.a.",0.519398496240602,0.538171717171717,0.509722222222222,0.82,0.626739926739927,0.112398345100056,0.079030079681988,0.0703750010908251,0.178885438199983,0.10096875415478,0.537902980842362,0.00420195475811733,NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"57","All vs. All","SR different baseline","Random Forest","CLS","None","CA","n.a.",0.809799498746867,0.678480392156863,0,0,0,0.0235656285376407,0.141974793871967,0,0,0,0.542145867624302,0.00581186476943464,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"58","All vs. All","SR different baseline","Random Forest","CLS","None","SI","n.a.",0.810852130325815,0.631188725490196,0.2,0.0666666666666667,0.1,0.0523854190994046,0.0632425225529245,0.447213595499958,0.149071198499986,0.223606797749979,0.551577341768546,0.0179990907623946,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"59","All vs. All","SR different baseline","Random Forest","CLS","None","EN","n.a.",0.900375939849624,0.65958605664488,0.4,0.166666666666667,0.233333333333333,0.0330292630520642,0.132220631931538,0.547722557505166,0.235702260395516,0.324893144826965,0.624858342879236,0.0133950157073868,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"60","All vs. All","SR different baseline","Random Forest","CLS","None","GM","n.a.",0.541027568922306,0.515353535353535,0.522138680033417,1,0.685682504369935,0.0383512494785794,0.0984083878275468,0.0286368195505474,0,0.0250372656230554,0.500384248381538,0.00661977664383924,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"61","All vs. All","SR different all","Top-5 Similarity","CLS","None","CA","n.a.",0.449289855072464,0.581169312169312,0.393181504485852,0.786666666666667,0.52098147354894,0.0599273697489933,0.0583765164280808,0.0649133975676323,0.2082258982244,0.0971358671229396,0.478274862433323,0.00258820570112273,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"62","All vs. All","SR different all","Top-5 Similarity","CLS","None","SI","n.a.",0.874913043478261,0.693773448773449,0,0,0,0.00369117375710004,0.0246215702261089,0,0,0,0.632416278436419,0.00931027677518622,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"63","All vs. All","SR different all","Top-5 Similarity","CLS","None","EN","n.a.",0.807855072463768,0.591911027568922,0,0,0,0.0266643331524692,0.120088019998913,0,0,0,0.587775122803106,0.00718504402078524,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"64","All vs. All","SR different all","Top-5 Similarity","CLS","None","GM","n.a.",0.601130434782609,0.597958245798319,0.297142857142857,0.189285714285714,0.22,0.164923091557745,0.0725977400483594,0.255031010519369,0.160515750387459,0.187642949622974,0.478043704524159,0.00290109685447759,NA,NA,NA,"●",NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"65","All vs. All","SR different all","Deepseek R1","Definitions","None","CA","n.a.",0.525028985507246,0.5247668997669,0.499498746867168,0.963636363636364,0.6575,0.0321315983655742,0.0563055892905345,0.0177352609661071,0.0813115628181741,0.0333853760400169,0.536969751920691,0.0226381314249531,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"66","All vs. All","SR different all","Deepseek R1","Definitions","None","SI","n.a.",0.933579710144928,0.712781228433402,0.8,0.433333333333333,0.553333333333333,0.0358107261520963,0.180364872666795,0.447213595499958,0.278886675511358,0.332999833166458,0.755022240913048,0.0267426554556107,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"67","All vs. All","SR different all","Deepseek R1","Definitions","None","EN","n.a.",0.849797101449275,0.694404761904762,0.266666666666667,0.116666666666667,0.146666666666667,0.0236230994930309,0.103243871741398,0.434613493680177,0.162446572413483,0.202210011841375,0.641216933889828,0.0138179101950619,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"68","All vs. All","SR different all","Deepseek R1","Definitions","None","GM","n.a.",0.741652173913043,0.690665388962603,0,0,0,0.0148985225285923,0.0652309751206959,0,0,0,0.5208672418782,0.0203972279845381,NA,NA,"●",NA,NA,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"69","All vs. All","SR different all","Mean Top-5 + Random Forest","CLS","None","CA","n.a.",0.809705882352941,0.580549450549451,0,0,0,0.00993871793476656,0.106808940860353,0,0,0,0.636959351527863,0.0323671486046198,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"70","All vs. All","SR different all","Mean Top-5 + Random Forest","CLS","None","SI","n.a.",0.822941176470588,0.627655677655678,0,0,0,0.0684709349653194,0.0197641027813465,0,0,0,0.648514438479351,0.0413372786172237,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"71","All vs. All","SR different all","Mean Top-5 + Random Forest","CLS","None","EN","n.a.",0.794803921568627,0.537484737484737,0.333333333333333,0.266666666666667,0.293333333333333,0.0786404611870825,0.0764864929084629,0.311804782231162,0.278886675511358,0.289059778515717,0.60228049167095,0.0229238581125682,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"72","All vs. All","SR different all","Mean Top-5 + Random Forest","CLS","None","GM","n.a.",0.504313725490196,0.628521825396825,0.521025641025641,0.786111111111111,0.622828282828283,0.106618717596609,0.050266032355099,0.0760884204840357,0.184152211599636,0.1022290092369,0.570127282335281,0.0185256924421611,NA,"●",NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"73","All vs. All","SR different all","Random Forest","CLS","None","CA","n.a.",0.860637254901961,0.646776556776557,0,0,0,0.027693692418479,0.165726608623866,0,0,0,0.592017571615014,0.0207530603614735,"●",NA,NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"74","All vs. All","SR different all","Random Forest","CLS","None","SI","n.a.",0.861372549019608,0.616483516483517,0,0,0,0.0215613847019454,0.141070826689066,0,0,0,0.603515472402167,0.0251216078275379,"●",NA,NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"75","All vs. All","SR different all","Random Forest","CLS","None","EN","n.a.",0.861372549019608,0.723931623931624,0.8,0.266666666666667,0.4,0.0215613847019454,0.164282753637347,0.447213595499958,0.149071198499986,0.223606797749979,0.562922301703742,0.0169254289702235,"●",NA,NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"76","All vs. All","SR different all","Random Forest","CLS","None","GM","n.a.",0.583382352941176,0.622569444444444,0.561120448179272,1,0.718501064153238,0.0375273833123214,0.0864762034278261,0.0295875764414017,0,0.0242602123913287,0.518167297619418,0.012796399456493,"●",NA,NA,NA,NA,NA,NA,NA,"●","●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"77","All vs. All","SR different baseline","Top-5 Similarity","CLS","None","CA","n.a.",0.47008547008547,0.512197712418301,0.227777777777778,0.213333333333333,0.21571922229817,0.0409915179394787,0.14854543619563,0.050613519884135,0.106400129954437,0.0819224052824684,0.475550447570912,0.00296153266543449,NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"78","All vs. All","SR different baseline","Top-5 Similarity","CLS","None","SI","n.a.",0.84597150997151,0.673108413325805,0,0,0,0.00592680247735829,0.128899281140844,0,0,0,0.598306761271939,0.0135280644597224,NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"79","All vs. All","SR different baseline","Top-5 Similarity","CLS","None","EN","n.a.",0.892478632478632,0.719746376811594,0,0,0,0.0158172779249627,0.21211070063068,0,0,0,0.674845740311312,0.0136046501781544,NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"80","All vs. All","SR different baseline","Top-5 Similarity","CLS","None","GM","n.a.",0.393994301994302,0.604455882352941,0.328462332301342,0.58,0.417719770938903,0.105209409723271,0.119301369754331,0.0917004194788601,0.216794833886788,0.12937573423052,0.477296944002992,0.00333602472691684,NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"81","All vs. All","Full Data","Deepseek R1","Examples","None","CA","n.a.",0.710764305722289,0.673866192287245,0.375018315018315,0.354545454545455,0.350461969971952,0.0420904859053154,0.0641641984322386,0.0574311783214935,0.136930639376292,0.0631113097619562,0.584909166266876,0.0281853121403563,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"82","All vs. All","Full Data","Deepseek R1","Examples","None","SI","n.a.",0.746858743497399,0.762833278622752,0.488571428571429,0.411538461538462,0.432749394854658,0.0316918181297584,0.0907102414990768,0.0980304918087379,0.159704176724081,0.10168586471878,0.626043773231846,0.0181687004875471,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"83","All vs. All","Full Data","Deepseek R1","Examples","None","EN","n.a.",0.790636254501801,0.749165576797156,0.63974358974359,0.513186813186813,0.564915084915085,0.056971467237062,0.0640580526337038,0.137290273979582,0.11082023943278,0.107696533439229,0.616731549279439,0.0333242530526548,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"84","All vs. All","Full Data","Deepseek R1","Examples","None","GM","n.a.",0.722849139655862,0.793994601889339,0.482574082264485,0.646153846153846,0.543721227621483,0.0409530151663716,0.071225389862835,0.0506046965872877,0.14995068222783,0.0742473622614382,0.638081495139987,0.0339836049840294,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"85","All vs. All","Full Data","Mean Top-5 + Random Forest","CLS","Pre-Processed","CA","n.a.",0.636549019607843,0.572472804972805,0.112820512820513,0.103030303030303,0.107047619047619,0.0268769105344527,0.0886970780623505,0.113292202253877,0.111159883694089,0.111101677604075,0.569493959344224,0.0126101604392647,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"86","All vs. All","Full Data","Mean Top-5 + Random Forest","CLS","Pre-Processed","SI","n.a.",0.663686274509804,0.542116509221772,0.304870423693953,0.276923076923077,0.277274836266078,0.0581772338814694,0.0646146041380266,0.142418911931685,0.17610130594058,0.128902770326874,0.553491602648256,0.0169952749892956,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"87","All vs. All","Full Data","Mean Top-5 + Random Forest","CLS","Pre-Processed","EN","n.a.",0.569098039215686,0.582424703477335,0.259166666666667,0.336263736263736,0.292107165446824,0.041255200177853,0.0577139335341065,0.0846174215199882,0.127881590715048,0.101235788499647,0.562369575099894,0.0191854760515832,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"88","All vs. All","Full Data","Mean Top-5 + Random Forest","CLS","Pre-Processed","GM","n.a.",0.604392156862745,0.480418301470933,0.232773109243697,0.213186813186813,0.217058201058201,0.0586870311724443,0.0545175998614463,0.0796498981164381,0.0863878857452024,0.0737713542237883,0.539770294933519,0.00879234377121471,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"89","All vs. All","Full Data","Random Forest","CLS","Pre-Processed","CA","n.a.",0.734401206636501,0.687389277389277,0.461666666666667,0.245454545454545,0.297534113060429,0.087734289693219,0.10587435938467,0.255603860169077,0.114591941825388,0.127970759105583,0.523822529156112,0.00418026783459694,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"90","All vs. All","Full Data","Random Forest","CLS","Pre-Processed","SI","n.a.",0.69132730015083,0.623686805771826,0.365970695970696,0.352564102564103,0.355104669887279,0.0463435287348868,0.0749885279650372,0.106701479646873,0.113951210478405,0.104715857612236,0.509571690321322,0.00328742165450953,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"91","All vs. All","Full Data","Random Forest","CLS","Pre-Processed","EN","n.a.",0.688645550527903,0.665430468062047,0.462750310118731,0.52967032967033,0.472281385281385,0.0758419953761706,0.162813787054343,0.11930159656557,0.18067651852773,0.0889126583982722,0.509529520460872,0.00693319980662432,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"92","All vs. All","Full Data","Random Forest","CLS","Pre-Processed","GM","n.a.",0.683713423831071,0.606372884206892,0.422943722943723,0.43956043956044,0.426493428912784,0.0813147270649529,0.106863224607037,0.129360471818854,0.0640763944488494,0.0895108767124233,0.504797061608472,0.00649160335734677,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"93","All vs. All","Full Data","Top-5 Similarity","MAX","None","CA","n.a.",0.742905777695694,0.53376449208686,0.0571428571428571,0.0363636363636364,0.0444444444444444,0.029416011028164,0.0260275160213665,0.127775312999988,0.0813115628181742,0.0993807989999906,0.519987707985644,0.00459562376759684,NA,NA,NA,"●","●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"94","All vs. All","Full Data","Top-5 Similarity","MAX","None","SI","n.a.",0.624961800104657,0.607197971874085,0.308205128205128,0.35,0.317772327511458,0.104557040211674,0.0938635486762956,0.175527756851667,0.151531736585563,0.139755074833952,0.528135387413997,0.0269291423131254,NA,NA,NA,"●","●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"95","All vs. All","Full Data","Top-5 Similarity","MAX","None","EN","n.a.",0.604255178994675,0.585272953694006,0.333934640522876,0.453846153846154,0.382266335814723,0.0766252412922728,0.0989049625566324,0.10227083744426,0.120854143273548,0.103218807423217,0.512144933886951,0.00934408293390582,NA,NA,NA,"●","●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"96","All vs. All","Full Data","Top-5 Similarity","MAX","None","GM","n.a.",0.635724813002124,0.581410441784936,0.307106357694593,0.334065934065934,0.315191964135234,0.047096898386862,0.0142199197002246,0.0687266608559377,0.141284667689012,0.0982398819710388,0.509705111908127,0.00877345625724529,NA,NA,NA,"●","●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"97","All vs. All","GT different baseline","Deepseek R1","Examples","None","CA","n.a.",0.735692307692308,0.759469696969697,0.634722222222222,0.945454545454545,0.758949096880131,0.07319747142139,0.100646339502507,0.0671976503367018,0.0813115628181742,0.0705922769589494,0.658903261873512,0.0449289109657348,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"98","All vs. All","GT different baseline","Deepseek R1","Examples","None","SI","n.a.",0.922461538461538,0.752997364953887,0.6,0.3,0.393333333333333,0.038486145974268,0.174892051574132,0.547722557505166,0.298142396999972,0.37446257786623,0.77451506032668,0.0333723293292949,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"99","All vs. All","GT different baseline","Deepseek R1","Examples","None","EN","n.a.",0.937846153846154,0.867391304347826,0.833333333333333,0.533333333333333,0.626666666666667,0.0216644665853105,0.104684440955253,0.235702260395516,0.139443337755679,0.127801930084539,0.832798702670638,0.0160838795783365,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"100","All vs. All","GT different baseline","Deepseek R1","Examples","None","GM","n.a.",0.86,0.863182189542484,0.966666666666667,0.628888888888889,0.760896358543417,0.0374481890604248,0.0529448239748991,0.074535599249993,0.0683130051063973,0.0671432719925388,0.688325448039338,0.0283115384303306,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"101","All vs. All","GT different baseline","Mean Top-5 + Random Forest","CLS","Pre-Processed","CA","n.a.",0.813851909184726,0.727564102564103,0.2,0.166666666666667,0.18,0.0633347364469437,0.0787623981870717,0.273861278752583,0.235702260395516,0.248997991959775,0.647149786716582,0.0572502204058604,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"102","All vs. All","GT different baseline","Mean Top-5 + Random Forest","CLS","Pre-Processed","SI","n.a.",0.792469040247678,0.634157509157509,0,0,0,0.062462712568579,0.149181962082277,0,0,0,0.62574217541837,0.0456929543853615,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
"103","All vs. All","GT different baseline","Mean Top-5 + Random Forest","CLS","Pre-Processed","EN","n.a.",0.775616615067079,0.724725274725275,0,0,0,0.125169213719054,0.0952747677439408,0,0,0,0.620739818202664,0.0224961152875142,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"EN vs. all"
"104","All vs. All","GT different baseline","Mean Top-5 + Random Forest","CLS","Pre-Processed","GM","n.a.",0.502525799793602,0.654867724867725,0.533125942684766,0.764444444444444,0.625076677708257,0.105614038522566,0.146899214009924,0.0698976312567926,0.143027235600276,0.0882601018316249,0.579603541531321,0.0511851494562723,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,"GM vs. all"
"105","All vs. All","GT different baseline","Random Forest","CLS","Pre-Processed","CA","n.a.",0.849303405572755,0.772619047619048,0,0,0,0.0279865929358993,0.178094601475817,0,0,0,0.594905414944503,0.0227214461604344,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"CA vs. all"
"106","All vs. All","GT different baseline","Random Forest","CLS","Pre-Processed","SI","n.a.",0.837538699690402,0.6075,0,0,0,0.0472583278170557,0.0392216288264582,0,0,0,0.577037056748273,0.0103875940085924,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"SI vs. all"
