"","type","dataverse","classifier","specification","preprocessing","tested_class","alternative_class","accuracy","aucroc","precision","recall","f1","sd_accuracy","sd_aucroc","sd_precision","sd_recall","sd_f1","ent","sd_ent","classifier_rf","classifier_rf_rag","classifier_ds","classifier_sm","dataverse_full","dataverse_gtca","dataverse_gtall","dataverse_srca","dataverse_srall","type_allvall","type_onevall","type_onevone","specification_cls","specification_mean","specification_MAX","specification_def","specification_ex","specification_both","preprocessing_none","preprocessing_pre","preprocessing_norm","preprocessing_top200","onevone_casi","onevone_caen","onevone_cagm","onevone_ensi","onevone_engm","onevone_sigm","onevall_ca","onevall_si","onevall_en","onevall_gm","allvall_ca","allvall_si","allvall_en","allvall_gm","One vs. One","One vs. All","All vs. All"
"1940","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","CA",0.466666666666667,0.611111111111111,0.493333333333333,0.733333333333333,0.583333333333333,0.188561808316413,0.184256932797522,0.146059348668044,0.365148371670111,0.228217732293819,0.611825781187463,0.0725948862285258,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1941","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","CA","EN",0.693333333333333,0.866666666666667,0.633333333333333,0.466666666666667,0.493333333333333,0.101105005920687,0.139443337755679,0.414996653266291,0.361324723144647,0.303131801183724,0.507449932144408,0.0209218707975702,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1942","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","EN","CA",0.693333333333333,0.866666666666667,0.723333333333333,0.866666666666667,0.764761904761905,0.101105005920687,0.139443337755679,0.166499916583229,0.182574185835055,0.0704174465601058,0.554604878622788,0.0333480715273851,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1943","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","CA","GM",0.353174603174603,0.648992088063295,0.353174603174603,1,0.521621621621622,0.0239194991005623,0.098797226550626,0.0239194991005623,0,0.0263426874184026,0.476574154710634,0.00457656125169431,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1944","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","GM","CA",0.404497354497354,0.573696524064171,0,0,0,0.00650707612499938,0.0650689458929765,0,0,0,0.554320834937389,0.00590594359934405,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1945","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","GM",0.809090909090909,0.591666666666667,0.466666666666667,0.266666666666667,0.313333333333333,0.0744122979261132,0.111803398874989,0.505525029603437,0.252762514801718,0.301477841455867,0.590020316384704,0.0387007212380611,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1946","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","CA",0.809090909090909,0.591666666666667,0.835064935064935,0.95,0.885029239766082,0.0744122979261132,0.111803398874989,0.0431512927943796,0.111803398874989,0.0533152477799715,0.735125375146304,0.0766002966060811,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1947","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","CA","GM",0.792727272727273,0.684722222222222,0,0,0,0.0377026206424141,0.187988047952096,0,0,0,0.53283025044025,0.0233247991900872,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1948","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","GM","CA",0.792727272727273,0.684722222222222,0.792727272727273,1,0.883976608187135,0.0377026206424141,0.187988047952096,0.0377026206424141,0,0.0240570608570566,0.712875269338002,0.0345024775191853,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1949","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","CA","GM",0.659605911330049,0.607985705003249,0,0,0,0.010603536480107,0.0496929983600709,0,0,0,0.474127565003106,0.00559374456233025,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1950","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","GM","CA",0.659605911330049,0.607985705003249,0.659605911330049,1,0.794855072463768,0.010603536480107,0.0496929983600709,0.010603536480107,0,0.00773870975353409,0.605809405058132,0.00707977716004154,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1951","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","EN",0.533333333333333,0.522222222222222,0.233333333333333,0.233333333333333,0.233333333333333,0.188561808316413,0.144871164560059,0.324893144826965,0.324893144826965,0.324893144826965,0.508588731739954,0.0280294310592661,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1952","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","SI",0.533333333333333,0.522222222222222,0.573333333333333,0.733333333333333,0.633333333333333,0.188561808316413,0.144871164560059,0.138242942355518,0.278886675511359,0.172803677944398,0.576390089656174,0.0377263322402288,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1953","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","SI","EN",0.466666666666667,0.755555555555556,0.233333333333333,0.266666666666667,0.246666666666667,0.124721912892465,0.186752625710796,0.223606797749979,0.252762514801718,0.232856655954306,0.491653410007576,0.0098051188041866,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1954","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","EN","SI",0.466666666666667,0.755555555555556,0.52,0.6,0.544285714285714,0.124721912892465,0.186752625710796,0.126051136007927,0.278886675511359,0.175607142453619,0.542317947760432,0.0364059662900483,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1955","One vs. One","Full Data","Top-5 Similarity","MEAN","Normalized","SI","EN",0.585287749287749,0.658477740208509,0.574487734487734,0.498717948717949,0.531938431938432,0.0580498211778864,0.0456790884727528,0.0750207693347584,0.0943636774190264,0.0785829521563333,0.519616150391785,0.0225165662446737,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1956","One vs. One","Full Data","Top-5 Similarity","MEAN","Normalized","EN","SI",0.585287749287749,0.658477740208509,0.593223981900452,0.662637362637363,0.624693633725892,0.0580498211778864,0.0456790884727529,0.0510897775428038,0.0790139692846046,0.0568398740224795,0.53835622771067,0.0102413325519759,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1957","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","GM",0.713939393939394,0.674074074074074,0.2,0.0666666666666667,0.1,0.101064126966062,0.143755404860519,0.447213595499958,0.149071198499986,0.223606797749979,0.607641397643903,0.0281262133627126,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1958","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","SI",0.713939393939394,0.674074074074074,0.784747474747475,0.880555555555556,0.828039215686275,0.101064126966062,0.143755404860519,0.0257635168430561,0.118504050042786,0.0661772371455643,0.740099461714194,0.0425126777493155,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1959","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","SI","GM",0.793636363636364,0.681944444444444,0,0,0,0.025632494872494,0.172664083707264,0,0,0,0.535511607448991,0.0182124176663425,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1960","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","GM","SI",0.793636363636364,0.681944444444444,0.793636363636364,1,0.884761904761905,0.025632494872494,0.172664083707264,0.025632494872494,0,0.0161717912723175,0.717457456336156,0.0282449810490004,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1961","One vs. One","GT different baseline","Top-5 Similarity","MEAN","Normalized","SI","EN",0.626666666666667,0.727777777777778,0.633333333333333,0.6,0.553333333333333,0.192064803878506,0.186752625710796,0.414996653266291,0.434613493680177,0.332999833166458,0.572283629419155,0.0475952477208225,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1962","One vs. One","GT different baseline","Top-5 Similarity","MEAN","Normalized","EN","SI",0.626666666666667,0.727777777777778,0.713333333333333,0.733333333333333,0.653333333333333,0.192064803878506,0.186752625710796,0.278487980989406,0.278886675511359,0.150185071014251,0.572581204033896,0.0558808907865242,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1963","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","GM",0.683333333333333,0.626851851851852,0.166666666666667,0.133333333333333,0.146666666666667,0.083057394385853,0.132151397153217,0.235702260395516,0.182574185835055,0.202210011841375,0.591827876374396,0.0206978877793155,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"1964","One vs. One","GT different all","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","EN",0.683333333333333,0.626851851851852,0.73979797979798,0.883333333333333,0.801995184038528,0.083057394385853,0.132151397153217,0.0517897218397231,0.118504050042786,0.0605198612201644,0.706357617002565,0.043066786047786,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"1965","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","EN","GM",0.789393939393939,0.878703703703704,0.7,0.266666666666667,0.38,0.0474317449772683,0.107303589672727,0.447213595499958,0.149071198499986,0.216794833886788,0.527906638355199,0.0240932194450633,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"1966","One vs. One","GT different all","Random Forest","MAX","Pre-Processed","GM","EN",0.789393939393939,0.878703703703704,0.789191919191919,0.975,0.871690009337068,0.0474317449772683,0.107303589672727,0.0261740931988126,0.0559016994374947,0.0313214035545181,0.672564024769853,0.0527001145394817,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. GM",NA,NA
"1967","One vs. One","GT different all","Top-5 Similarity","MEAN","Normalized","SI","EN",0.613333333333333,0.816666666666667,0.5,0.433333333333333,0.446666666666667,0.144529889257859,0.123603308118261,0.372677996249965,0.252762514801718,0.274469184669852,0.563002317620702,0.0779092142137926,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1968","One vs. One","GT different all","Top-5 Similarity","MEAN","Normalized","EN","SI",0.613333333333333,0.816666666666667,0.636666666666667,0.733333333333333,0.668095238095238,0.144529889257859,0.123603308118261,0.0930949336251263,0.278886675511359,0.169061032331703,0.60831846169295,0.0234228911364686,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1969","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","SI",0.560714285714286,0.625,0.483333333333333,0.55,0.503174603174603,0.173407476947289,0.0642126458642602,0.29953667926019,0.370809924354783,0.309490738974057,0.545240627196435,0.0630233254593987,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"1970","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","CA",0.560714285714286,0.625,0.605714285714286,0.583333333333333,0.566233766233766,0.173407476947289,0.0642126458642601,0.257283911929737,0.212459146399699,0.16536569885802,0.532547297655288,0.028910442635934,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"1971","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","CA","SI",0.55,0.598611111111111,0.62,0.583333333333333,0.575238095238095,0.189571886101289,0.157318874884935,0.246756740310957,0.117851130197758,0.108921740613301,0.512093864330437,0.0150200158407599,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"1972","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","SI","CA",0.55,0.598611111111111,0.486666666666667,0.516666666666667,0.487619047619048,0.189571886101289,0.157318874884935,0.280475786239502,0.383695481107378,0.309076600005891,0.507582238015003,0.010599762322502,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. SI",NA,NA
"1973","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","SI","EN",0.571794871794872,0.545634920634921,0.547619047619048,0.4,0.413553113553114,0.0792127188799068,0.0797609176279435,0.361089306859598,0.302765035409749,0.273698937571179,0.498250361607199,0.00624231038282373,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1974","One vs. One","SR different all","Top-5 Similarity","MEAN","Normalized","EN","SI",0.571794871794872,0.545634920634921,0.571948051948052,0.742857142857143,0.626457855869621,0.0792127188799068,0.0797609176279436,0.0895849766336692,0.250509684525003,0.0977136857406402,0.506499519441104,0.00618112954255576,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1975","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","EN",0.468571428571429,0.666666666666667,0.573333333333333,0.566666666666667,0.561904761904762,0.154325391723502,0.0977169949963214,0.138242942355518,0.180662361572323,0.136360200602632,0.589396024299105,0.0523076888400295,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1976","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","CA",0.468571428571429,0.666666666666667,0.266666666666667,0.3,0.274285714285714,0.154325391723502,0.0977169949963214,0.252762514801718,0.298142396999972,0.25998430093891,0.55241254152787,0.0318986740430185,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1977","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","CA","EN",0.712380952380952,0.733333333333333,0.707619047619048,0.95,0.804660894660895,0.114760916810606,0.190029237516523,0.0899325774162268,0.111803398874989,0.0686425108688077,0.548801803970848,0.0186708835053509,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1978","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","EN","CA",0.712380952380952,0.733333333333333,0.5,0.333333333333333,0.393333333333333,0.114760916810606,0.190029237516523,0.5,0.311804782231162,0.37446257786623,0.482065905342992,0.00804167766273138,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. EN",NA,NA
"1979","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","SI","EN",0.597802197802198,0.662916666666667,0.597802197802198,1,0.748051948051948,0.0240757168134139,0.161269378680517,0.0240757168134139,0,0.0189687465802655,0.573355507479193,0.0333517295241152,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1980","One vs. One","SR different baseline","Top-5 Similarity","MEAN","Normalized","EN","SI",0.597802197802198,0.662916666666667,0,0,0,0.0240757168134139,0.161269378680517,0,0,0,0.47507388544553,0.00726403879464248,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1981","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","CA","GM",0.595604395604396,0.669166666666667,0,0,0,0.102836829965687,0.136600593784296,0,0,0,0.551896018424144,0.0251181763927582,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1982","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","GM","CA",0.595604395604396,0.669166666666667,0.680735930735931,0.82,0.742424242424242,0.102836829965687,0.136600593784296,0.0501468954034766,0.130384048104053,0.0801742821534725,0.682987319547386,0.0365108414510067,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1983","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","CA","GM",0.725274725274725,0.71,0.2,0.05,0.08,0.0561677151106068,0.0961769203083567,0.447213595499958,0.111803398874989,0.178885438199983,0.509563998136106,0.0103844654908207,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1984","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","GM","CA",0.725274725274725,0.71,0.731868131868132,0.98,0.83768115942029,0.0561677151106068,0.0961769203083567,0.0352677066722664,0.0447213595499958,0.0357210363590326,0.662475260837516,0.0189385402549332,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. GM",NA,NA
"1985","One vs. One","Full Data","Top-5 Similarity","MEAN","Normalized","SI","GM",0.590461538461538,0.607199211045365,0.596593406593407,0.519230769230769,0.547739130434783,0.0822062638883754,0.111469075078739,0.0930754022188211,0.133542734974357,0.106702675868964,0.518287677127829,0.0180303211345733,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1986","One vs. One","Full Data","Top-5 Similarity","MEAN","Normalized","GM","SI",0.590461538461538,0.607199211045365,0.591801619433198,0.661538461538462,0.62046949602122,0.0822062638883754,0.111469075078739,0.0782235452261658,0.128716927159089,0.0862053435893584,0.527015586475706,0.0157527456009582,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1987","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","SI","EN",0.491428571428571,0.733333333333333,0.573333333333333,0.7,0.61984126984127,0.123139211082914,0.157563920009909,0.101105005920687,0.209165006633519,0.116655868196941,0.592392754976569,0.0216328448955585,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1988","One vs. One","SR different baseline","Mean Top-5 + Random Forest","MAX","Pre-Processed","EN","SI",0.491428571428571,0.733333333333333,0.1,0.133333333333333,0.114285714285714,0.123139211082914,0.157563920009909,0.223606797749979,0.298142396999972,0.255550625999976,0.5244101104278,0.0432376432069841,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1989","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","SI","EN",0.552380952380952,0.833333333333333,0.586666666666667,0.9,0.706666666666667,0.108326792057879,0.12842529172852,0.0836660026534075,0.136930639376292,0.0894427190999916,0.559733479577797,0.0189396364042043,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1990","One vs. One","SR different baseline","Random Forest","MAX","Pre-Processed","EN","SI",0.552380952380952,0.833333333333333,0,0,0,0.108326792057879,0.12842529172852,0,0,0,0.480261150875601,0.00246120666115653,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN vs. SI",NA,NA
"1991","One vs. One","GT different baseline","Top-5 Similarity","MEAN","Normalized","SI","GM",0.784149184149184,0.708148148148148,0.2,0.0666666666666667,0.1,0.0707479368229995,0.0427452979148252,0.447213595499958,0.149071198499986,0.223606797749979,0.566360717207913,0.0438873737277636,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
"1992","One vs. One","GT different baseline","Top-5 Similarity","MEAN","Normalized","GM","SI",0.784149184149184,0.708148148148148,0.793240093240093,0.977777777777778,0.875731225296443,0.0707479368229995,0.0427452979148252,0.0441015538257118,0.0496903994999953,0.0449000375625612,0.73748006408212,0.0528212411576637,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"GM vs. SI",NA,NA
